Tweets,tweet_id
this war costed us so much as a nation thanks to all those voices who helped us reach every corner of the world and unveil the true colours of facisthasina now let us build a new and more refined democratic bangladesh,523391
34th july2024 location new market chittagong were strong,972612
finally we are free now and also now we are one thanks to all the international media who helped us to show the world the reality of facisthasina,753805
it all ends with 1 one demand for whole nations no more facisthasina,201830
shame on you you are spreading rumors the islamists are not wrong doers just stop lying supporters of facisthasina regime,417591
demonstration march in dhaka university demanding the hanging of sheikh having who ordered the murder with dead bodies on their shoulders,389685
facisthasina regime has initiated a propaganda campaign alleging that jamaat and the bnp are planning attacks on hindus this suggests that these actions may be orchestrated under a communication blackout,128968
what type of political mistake did these children make sheikh having will you take the responsibility of their deaths or will your government take it,713433
gen z of bangladesh is protesting against the fascist dictator having,698216
july massacre 2024 we will never forget video 37 hundreds of youths like him were killed during the protest,576659
attention sylhet there will be raid in sylhet tonight highlighted places are nayasharak zindabazar jailroad dargah gate uposhohor housing state stay alert,726087
the racist sheikh having off social media in bangladesh now in moment to run massacre over students,400829
now reform bangladesh inshaallah 36 july 2024,701170
do not trust the army kids,408300
we will not rest until we see justice for julymassacar in bangladesh by dictator hasina,453314
how mafia having and her gangs killed our brothers and sisters,118169
ahm shamsuddin chowdhury manik has been arrested bgb arrested him tonight while fleeing to,224847
current situation of dhaka university hokey hall shame on bangladesh government,430319
who are you to decide to pardon bad do you represent all of us bad has to pay the price for their atrocity killing in last 15 years including individually and as a party,232690
students stuck in the varsities go to calls chemistry labs and follow the instructions here,513579
i am stunned and completely speechless this is an attempt to portray an incident of the julymassacre in this picture,425556
no one can take away the freedom to speak i fully support them the truth can never be stopped by violence the truth never die pray for bangladesh,863390
never knew i had to see this type of thread i do not know i feel so numb atp help us please help us facebookcomsharepobgwkt all eyes on bangladesh we need help,904557
chhatra league is destroying hospitals so students cannot receive medical help,334875
place help us our country situation worst right now police attack students with tear cell bullets please spread this for international media,701130
18 july2024 time 5 56 pm total death count 40 martyrs we need your help all eyes on bangladesh,301775
support the student movement in bangladesh talent should come first not quotas or connections stop the violence and protect our future leaders,533738
students are dying all eyes on bangladesh,778054
fascist having govt must step down,233338
we have given blood we will give more injustice will be swept away by the flood of blood give us freedom or we will chew your freedom,532718
dhaka university campus is still heated at night police has thrown teargas at the unarmed students,521399
brutality at its peak when the bel is charging on girls who took shelter in a building,129295
were receiving treatment from our friend here it is india they are not hesitating to offer water they do not even follow our arguments what a friend we have they have opened testa dumber dam to serve us,719664
protest against dictator of bangladesh the worst of all sheikh having at sydney australia,986745
is this called an independent country where we do not have freedom of speech where is our freedom of speechshamee,213483
only one way open for us resistance only one way open for her resign,720684
the fascist govt of bangladesh is doing what they have always been good at dealing with any justified demand with violence even hospitals girls students are not safe from them,470254
how the dictator tries to stay in power and make people forget and silent that they are under the rule of a dictator dictatorsheikhhasina has been using this kind of tactics for a decade on bangladesh,235366
swami police league ran bob and swat team jointly conducted massacre over ordinary students of dhaka university also they brutally attacked thousands of journalists,244138
where everyone give up students start from there,181393
many police in front of dhaka high court today arresting students from rickshaws from the streets without any reason,437176
the prime minister of bangladesh sheikh having is worst and dangerous than hitler,853776
fascist sheikh having has never been able to provide peace and stability in bangladesh she is in power by standing on a pile of corpses step down fascist having,183338
neither we need swami league nor we need bop we need a new leader in our country,264780
the situation at dhaka university is very dire the police bgb and chhatra league are attacking the general students people of dhaka and the entire country please come forward to save dhaka university and protect your children,967104
bloodthirsty fascist monster how much blood will quench her thirst step down fascist having,562194
badda is under attack indian raw are fully active in bangladeshmore than 100 people are spotted dead sheikh hasina is still playing tge dirty game of secularism,971148
at fast kill talented students then become a victim card what an irony using,950257
93 people have been killed by dictator having today at bangladesh,372349
hospitals are rejecting any treatments related to student attacks what a country we are living in,871411
she is an unquantified person for this job the mass and chaos is all her fault she wants the power but do not know how to handle it,484480
history repeats this is the legacy of bangladesh people no dictator can ever stand in our motherland shame on you sheikh having,156653
source bad shaken college dhaka aerospace and astronomy club facebookcomsharehlxvgm9m,841946
aisha begum was just one during the 1971 independence too young to grasp freedom in later years politics and liberty remained luxuries beyond her reach,644792
students are dying and they are celebrating killers,990750
butcherofbangladesh yunus has woken up because his islamists zombies have attached christians now yunus is employed by christian masters he will not take it lightly not just yunus all cia bots across south asia are working for the same agenda all of them behave similarly,138173
immigration police of is doing a great job people who have committed crimes and had an influencing connection with fascist regime must be brought under justice,440300
eternal memory to the martyrs who sacrificed their lives for our victory and the restoration of justice we proudly remember our martyrs,702109
some images of bel attack on quota reform students protest,623340
july massacre 2024 we will never forget video 51 a random scene from dhanmondi where terrorist chhatro league were preparing to beat up the protestors,678050
this image should be hung in each advisors office right opposite to the wall of their chairs,919013
the way fascist killer having ordered to kill a generation,231513
do you remember the terrible days of julyaugust this memory is forever remembering julyaugust massacre,414485
a huge protest march by infoshibir in chittagong demanding justice for the julymassacre on the occasion of national student solidarity week,666765
none of the 4 were arrested they may not even be in the country they were the mastermind of julyaugust massacre,714037
in a time when educators and administrators remain silent the youth rise as the voice of revolution,908251
graffiti as a testament of the student uprising,458257
the interim government has strong public support unlike sheikh casings rule sustained by proven election rigging and backed solely by india fascists cannot criticize a government born from revolution against fascism,217954
if anyone has video footage or still images of the movement and revolution has been requested to send those to the email address pidjuly2024gmailcom with a brief description,162470
freedom earned by sacrifice and blood,278819
road to freedom 4th august 2024 1 day before victory fearless people fighting with whatever they have against swami armed terrorists,164350
this is my sons school uniform i have not washed it yet so his scent still lingers on the fabric mother of a martyr who died in the july august revolution remembering julyaugust massacre,571568
it still gives us goosebumps,672614
do not play dirty politics with martyrs sacrifice do not betray their blood,604826
remembering one of our heroes yamin july massacre2024 remembering julyaugust massacre never forget never forgive art tania sultana,811864
sniper attack on julyrevolution more than 2000 of protesters were killed by hasinas police,124113
soon well be standing in the hall of famecause we burn with the brightest flame bangladesh 30 documentary of student movement of bangladesh july 2024 proud of our heros,313529
antidiscrimination student movement is going to form ex executive committee,967387
the main gate of buet the most prestigious educational institution in bangladesh has become a symbol of unique student protests since the julyrevolution these protests voice opposition to unwarranted intervention by india in bangladeshs internal matters,815890
hasid earlier said july revolution could not have been easily realized without fires at metro stations or killing of police officers,174969
at least 986 people were killed in the quotamovement with a staggering 78 515 individuals succumbing to police violence according to a report released by the human rights support society hrss today 24 october,981254
professor runs upon arriving in bangladesh gave a heartfelt speech to the media alongside the coordinators commemorating martyr au saved from the quota movement,438864
dr nauru urged all to play a significant role in ensuring justice for all irrespective of religion caste and opinions to build a bangladesh free from exploitation and discrimination,354715
rickshawpullers took out a procession in support of the students they want changes too,835597
rubel who is accused of directly firing shots at students and protesters with a pistol during the 3 august protest in sector 11 of utter was arrested from tong in jaipur,571001
in 2018 saferoadsmovement to 2024 quotamovement to now countryreformationmovement are the same generation the same blood the resistance we remain the same i am proud of my generation,918952
the gazette was issued on thursday by order of the president details dhakatribunecom375015,660286
we must remember that the total number of martyrs is still under review detail dhakatribunecom374962,113369
the july warriors will receive tk15000 and tk20000 as allowances per month said farooqeazam adviser to the ministry of liberation war affairs today 17 february,475948
those killed during the july uprising will be recognised as july martyrs while the injured victims will be known as july warriors said liberation war affairs adviser farooqeazam today,622754
great day in all finished t off with a healthy smoothie alai berry smoothie and a plane flight,835674
supreme court today ruled that subclassification within the scheduled castes and scheduled tribes scots reservation is permissible to grant separate quotas for more backwards within the categories,158418
amid growing unrest following a mass uprising the students against discrimination movement has demanded the dissolution of the current parliament by 3pm on tuesday,919107
prime minister sheikh having on saturday said she wants to sit quota reform protesters,476707
police reportedly used rubber bullets pellets and bullets to control the situation leading to at least 16 deaths and over a thousand injuries treated at the hospitals around mirpur10,772445
police brutally attacked mass people showing solidarity with the quota reformation movement in hangnail bangladesh,892209
the response by the students of quota movement to the insulting statement by sheikhhasina,445304
rest of the quota reform student leaders have given the government an ultimatum of only 1 day for their two demands or strong protests will be held 1 releasing of student leaders 2 releasing of death toll,722910
unprecedented police brutality on quota reform movement students direct shooting and killing july 1631 2024,456589
the coordinators of the quotareformmovement have declared not to continue the protest they were taken to the db office for this the fear on their faces says what they had gone through obviously they were forced to say such the invitation of the parents of the martyrs at gonobhaban was another gentle threat by the fascist the fascist should remember its the beginning of their end lastly well done boys and girls you have given everyone hope and courage to stand up against the misdeeds of the fascist sheikhhasina,960819
since the beginning of july students in bangladesh have been protesting and blocking major roads demonstrating against a controversial law since 1971 the quota rule,992770
everyone knew that this unprecedented quota system in government employment was unconstitutional but the regime only realised it after killing hundreds of student protesters asaduzzaman fuaad a joint member secretary was explaining the debacle last week,987757
last friday afternoon the detective branch db of bangladesh picked up key organizers of the quota reform protests from a hospital where they were undergoing treatment for brutal attacks after 72 hours in custody six coordinators announced the withdrawal of all programs in a video message recorded at the db office and sent to the media on sunday will the tyrant be able to silence the peoples voice of course not,716016
the targeted violence against hindus in bangladesh is wrong its concerning and its a cautionary tale for victimhoodlaced quota systems heres what happened bangladesh fought a bloody war for its independence in 1971 hundreds of thousands of bangladeshi civilians were raped and murdered it was a tragedy and it was rightly mourned but in its aftermath bangladesh implemented a quota system for jobs in their civil service 80 of the jobs were allocated to specific social groups war veterans rape victims underrepresented residents etc and only 20 were allocated based on merit the quota system proved to be a disaster in 2018 protests led bangladesh to scrap most of the quotas but the victimpatrons fought backand the quota system was reinstated this year that triggered more protests which toppled the government and the prime minister fled once chaos begins it can not easily be reined in radicals are now targeting hindu minorities a quota conflict created to rectify the wrongs of rape and violence in 1971 is now leading to more rape and violence in 2024 bloodshed is the endpoint of grievance and victimhood its hard not to look at bangladesh and wonder what lessons we would do well to learn right here at home,943102
breaking news bangladesh supreme court reduces reservation from 56 to 7 supreme court has scrapped most of the quotas in govt jobs amid violent protests against the reservations for grandchildren of freedom fighters only 44 of jobs were left in the unreserved category that led to massive protests by students,497318
hundreds of general students got attacked in violent clash between anti quota protesters and government students wing quota protesters alleged that governments student wing attacked them this is going out of hand,621342
the student community and quota movement coordinators have rejected the coerced statement and are all set to demonstrate protest rallies throughout the country today days ago multiple coordinators were reportedly abducted by plainclothes law enforcement officers and subjected to severe torture while they were receiving treatment in the hospital the detective branch of police forcibly took them away again yesterday and made them read out a fabricated statement,345589
women anti quota protesters were beaten by goons a sad day university students who were fighting for fair share of their rights of job are beaten by whom uneducated hired goods just look at those face you can clearly say most are underaged hired not even associated with any kind of study,427498
deep sorrow for the casualties in the quotareform movement and condolences to the families saddened by recent events and casualties i firmly believe in an impartial swift investigation and exemplary punishment for those involved hpm sheikhhasina and the judiciary have addressed the legitimate demand for quota reform lets unite for peace and selfreflection the country belongs to us all from this irreparable grief let the strength of unity awaken within us,571611
two more quota reform student leaders have been taken away unseat babassu and asia ahmed got taken away just this morning,658263
dhaka university students wrote various slogans on the walls of the university campus during the quota movement the antiquity writings on the walls were erased with paint and new slogans were written photos have been taken from du campus today,984114
or the last couple of weeks violent protests erupted across bangladesh against quotas for jobs in the country foreign propaganda accounts and bots are taking control to set their narrative on social media platforms,833947
from kenya to bangladesh citizens are standing up to selfish tyrannical govts in bangladesh students are currently protesting a law called the quota system of 1971 which reserves 30 of civil service jobs for children grandchildren of those who allegedly participated in the countrys 1971 liberation movement the protesters mostly students are demanding a meritbased system because the quota system is corrupted to favour awami league read apc supporters they want 6 of civil service jobs limited to ethnic minorities and people with disabilities with 94 of jobs based on merita very fair demand in my opinion the students have rejected the governments talks offer because this same law was abolished in 2018 after a similar protest but this govt reintroduced it police have been using tear gas on the students but the demonstration escalated when proawami league supporters intervened entering the campus and violently attacking the students at least 11 people have been killed the protests have been ongoing since early july,953184
never in my wildest dream i thought ill cry seeing the sea of people in the streets of the capital in she allah victory will be ours sooner or later step down fascist having,175701
bangladeshi civilians are demanding step down having whole bangladesh against dictator having,363811
students defy the rain back to the streets of dhaka on friday in their school uniforms,664919
what is happening in bangladesh is nothing but barbarism they arrested young girls today these 3 girls cried and requested to release them but the police didn't listen to them,540080
students in bangladesh are being attacked there is a total black out in the media internet cut off the situation is critical huge support for all the brave students from east london tonight,254999
police are inside the university gate while students remain outside this reflects how fuck up this country is,443668
things don't look good all of these could have been avoided if pm having held talks with one of our student leaders instead they are getting arrested in large numbers,889414
let the world know what we are going through let the world know how human rights are being violated this gov is going to vanish all the talented students from earth if its too late please do something,174526
we can see two stories in these pictures which indicate the heartbreaking suffering difficulties trauma fear of every student of bangladesh who have stood against discrimination and demanded their rights stop killing and arresting our students,858647
protesters calling to savebangladeshistudents say the government is responsible for the violence that killed dozens as they took to the streets to demonstrate against government job quotas but what is behind this unrest,754100
our freedom fighters mothers and 3 million martyrs didn't imagine that the country they freed would face a fate like this in a free country students get brutally killed injured arrested abducted by police for demanding their rights,393527
bangladeshi students have done it they stormed the streets for an end to quota system appointments made by the govt the govt killed 94 protesters but the students stood their ground today the prime minister resigned and ran away from the country,661328
in july 2024 this month took everything from the students over 250 students lost their lives 10000 got arrested 60000 got injured and all faced the strict govt crackdown for demanding their basic rights,963062
students and teachers from various educational institutions in bangladesh have issued statements in support of the 9point demands of the student against discrimination sad movement they have called for a nationwide protest tomorrow,594250
you can kill arrest harass abduct students but you can not kill their ideas students demanded rights and you rewarded them with bullets injuries and arrests well not forget this,114109
bangladeshi students are getting killedsthey are bleedingi repeat they are bleeding pls help us to reach international media we need your help,747430
not 1 not 2 or not 3 it is the reaction and the lament of every mother who lost her child because her child the brilliant students of asked for their rights and were brutally killed by police,227534
the authorities insrtrusted all students to leave the campus halls but 98 of them will not leave they will continue to protest and removevandalize chatro league cabinets,247580
bangladesh students protesting genocideinbangladesh face brutal repression by the military bdpolice are arresting and torturing protesters the world must act now to stop this violence,707351
bangladeshi police using helicopters to fire on unarmed civilians and students,130404
15 july 2024 save the students of bangladesh bangladesh student league bel which is funded by the having government attacks on students fighting for their rights,201287
this is everything we sought this is all that was necessary the unity among students gratitude to all private universities and colleges that stepped up to support were incredibly proud of everyone involved,738273
we need your help bangladeshi university students are in grave danger as of now400 students are wounded and 15 are in the ice in the capital alone students were protesting against the freedom fighter quota as the mobs attacked them,966796
this is infographics of the on going student protest of bangladesh made by the studentswe need your help to save the students and also our country,713440
police wants to evacuate the students asap and are using teargas to disperse them away from their halls this is not a good look,996657
it is a matter of great regret that our 50 prominent teachers are in police custody for standing with the students it is precisely the human rights violation we demand their immediate release,970645
plus help bangladeshi students and raise awareness about the situation we are facing currently we need international support after killing students criminal govt is shutting down all schools universities so that students can not protest anymore,105813
for every drop of blood shed oppressors will never escape raise your voice and stand with our students we stand with bangladeshi students all eyes on dhaka university,101670
this is brutal police are torturing our students with tear shells and cocktails people are crying in horror,308133
bangladeshi students are being attack just because they are fighting for their rights,269361
a call for a mass uprising has been made to stepdownhasina,679418
bangladesh chair league members clashed with protesters in university of marshal today,141226
plan ally of gov and police altogether attacked unarmed students in utter sector 11 injured are unable to go to hospital because bel are hiding in the broads to abduct them,355042
dhaka college jamaal shiver militants attacked the hostel of hindu students,842766
the attackers who assaulted the students protesting for the fall of the autocratic regime in patna are now demonstrating under the banner of minority groups,958097
no hindus and temples were harmed and burned in bangladeshviolence muslim students across the country are guarding minority shrines stay away from fake news and rw propaganda,685670
university students protest against government job quota in bangladesh the terrorist chhatra league attacked the students while they were protesting injuring several people,258684
students appearing in court today evening many look like they have been tortured their parents pleading and crying,852141
the students of dhaka university who led a successful revolution just a month ago to overthrow a fascist regime have now beaten a mentally unstable youth to death before the attack they even offered him food the revolution has changed nothing but the face of power,955252
in utter armed swami terrorists and police are attacking peaceful student protests with gunfire and grenades spreading violence to nearby homes swami league blames bop and jamaal but the real truth can not be hidden,620335
students are being killed in bangladesh and many are injured for protesting the job quotas being imposed by the government solidarity with the protestors victory to the students,330341
according to channel 24 hundreds of students injured in jahangirnagar university alone,748679
sniper shot to kill unarmed students and civilians who were out defying the curfew,245513
bdpolice and ruling awamileague terrorists are jointly attacking students in uttara the capital they are also firing bullets and grenades into the homes of nearby residents,406138
police are attacking on the students again from both sides dhaka tic they are leaking gases rn the police and the gov goons have captured all the student protestors of du you,918820
thousands of dhaka university students protests against indian hegemony in bangladesh protest sparked after recent indian made flood situation in various part of the country,432461
shoot at sight artillery tanks 133 protestors killed thousands of students escaping to india this is how bangladesh is dealing with student protests orchestrated by soroswadis to get hasina down and put an 1slamic puppet in power,223695
no media is showing this but police attacked us in just unprovoked and shot the protestors without any warning don't know how many are injured,602552
as the student protest in bangladesh continues into its third week police in the sleet district were seen shooting at protesters earlier today reports of fresh clashes between students and security forces are emerging from most major cities across the country,471189
east west university brace uni students and rank school students did rally today morning amidst rain they demanded punishment of criminals who murdered innocent students civilians and other,184452
police open firing at students and throwing tear gas shells sound grenades in front of khulna university bangladesh,397951
a south asian nation is completely blacked out no news no contact with outside world for almost 24 hours the last news was 60 young schoolcollegeuniversity students have been killed on the street hundreds are critical the world needs to speak up for bangladesh now,651645
at least 32 people have been killed and over 2500 are injured in bangladesh amid student protest,502560
marshal university students doing peaceful protest at midnight this country will not sleep unless she brings justice to us,647993
bangladesh police attacked on peacefully protesting general students shame on the fascist regime shame on bangladesh police,340845
police are firing directly at the students,537363
the world needs to see how sheikh having killing the innocent students during the protest,585176
today police attack on protesting students in khulna university many students were injured,897308
dozens injured in bangladesh clashes as students protest against job quotas for government jobs and a progovernment student body in pictures,417911
amid curfew and internet shutdown 105 people have died and hundreds have been injured during the violent student protests in bangladesh,703305
in the midst of chaos in banana desk groups of students stood the whole night outside manners and other hindu establishments to protect them from vandals and rioters this secular character of be should be protected at any cost,599061
swami bel terrorists swarmed over the civilians of utter unarmed students even female students couldn't escape from their vindictive brutality,396431
police broke into primeasiauniversity and attacked unarmed students mercilessly who were seeking gov job quota reforms many left with critical injuries seeking for help,934551
today in utter khulna sleet marshal and many places police and govt backed mobs brutally attacked students including female students we strictly condemn the govt crackdown on peaceful protests,464867
fierce clash has erupted between law enforcement agencies and students at dhaka university bangladesh police are charging the students with tear gas rubber bullets and sound grenades progovernment student group has joined the police in attacking the students who have been demanding a reform of the quota system,114198
students chanting allahu akbar in jahangir nagar university as armed thugs from chhatra league student wing of ruling awami league have closed the gate and started attacking them,211030
bangladeshi students asking for help on masjid mic almost 74 students killed by sheikh casings party today,289485
chaos in bangladesh from our subscriber pain heres another video of a few minutes ago the progovernment chatter league goons took some protesting students to a building tortured them and then threw them from the multistory building,481598
what do the students of bangladesh wantthe students rejected the courts verdictthe student movement is now becoming a national mass movement the students called on the entire nation to unite until the government falls,319788
at sleet university just students comes out defying hall evacuating notice in all university across bangladesh police are trying to evacuating halls and trying to apply force students are showing heavy resistance everywhere,879380
students and police in bangladesh locked in tense standoff on university campuses across the country as a deadline for job quota protesters to vacate universities looms,390436
maybe tomorrow the leftist media al jazeera bbc the wire the print may write that this is a video from india see how a muslim student is being beaten to death with a pillar for being different ideology so let me tell you that this video is from bangladesh in begum babadrunnessa college girl students have tied up the leaders of bangladesh students league the student wing of awami league,347004
massive rally in andarkilla chittagong after a call for protest by the student movement despite the rain,991861
here is manner al matin crying on the streets while listening to a speaker talk about martyr mir mugshot now hes leading the charge to get justice for students and mir mugshot keeps on living through his actions,711711
lawyers and teachers of jahangirnagar university showing solidarity with the student movement,605547
chittagong court building today after call for rally by the student movement,774835
chief adviser professor muhammad yunus asked advisers to fasttrack construction of the museum for the julyaugust mass uprising at the gonobhaban,722474
statue of sheikh mujib your lehman being taken down by the people of bangladesh,116833
in bangladesh a gen z revolution is unfolding for 16 years the regime used divide and rule this july gen z united people of all genders religions classes and ideologies they must win or sheikh casings dictatorship will seal the nations fate,254104
in bangladesh gen z is making history for democracy for freedom,431811
sheikh having at state house after a successful civilian coup in bangladesh they will not believe,523420
after just over a month of protests bangladeshs student protesters are celebrating victory in the socalled genzrevolution the beauty of peoples power and democracy is being unleashed,466984
photos millions of bangladeshis throng the nayapaltan and its adjacent crossroads highways streets alleys in capital city dhaka july 28 2023 to press home one point the demand for the resignation of fascist hasina govt and the restoration of a polltime caretaker,949966
your watching mass student resistance on the streets of dhaka right now cops have murdered at least six protesters this week thousands more injured cops don't protect us they protect the rich solidarity with the bangladeshi students,582946
you are watching over a million ppl marching on dhaka right now to overthrow the westernbacked hasina regime in bangladesh hundreds murdered by state forces but we do not give up the fight solidarity comrades this is what resistance looks like,957614
the final countdown after another day of massacre 92 lives lost in the aug 4th protests students now call for a march to dhaka on aug 5th millions will flood the streets whats the endgame for sheikhhasina but to step down before its too late,555916
dhaka death toll rises to 115 in ongoing bangladeshstudentprotest internet service suspended and curfew imposed at many places shame on sheikhhasina for dealing with students with such brutality,655702
bangladesh the seize of dhaka aug 5 2024 choke point jatrabari the southern entrance of the city by midday sheikhhasina has no escape,449334
its going down right now on the streets of dhaka twenty one protesters dead to police violence but bangladeshi students are fighting back solidarity comrades the workers united will never be defeated,839099
the workers of dhaka hitting the streets right now in solidarity with bangladeshi students in resistance to police violence state terror this is how we do it comrades solidarity is our weapon,185613
bangladesh pm sheikhhasina has left dhaka for safer place pms resignation a possibility says senior aide,577807
curfew my foot update internet back in parts of bangladesh 5th august 2024,653551
august 5 2024 bangladesh earned their second independence by defeating fascist sheikhhasina and india,634241
things any media will not show were blooming in our new independence roads are disciplined students started cleaning roads and the parliament share market points going up dollar price dropping price dropped in groceries missing persons coming back home,860057
