UserName,Hashtag,Tweet
@613_7xviii,#MarchToDhaka,"it's the end game! either we di/e or take her down and drag her down the mud.

ya Allah, intahi bi al-zalimeen 🤲🏾
may Allah shower us with blessings
"
@Kabir_Punny,#MarchToDhaka,"Today was the bloodiest day of the July #GenZRevolution with at least 100 deaths. Determined to oust the dictator, protesters are calling for a nationwide #MarchToDhaka to restore #democracy in #Bangladesh. Fears of more violence tomorrow. We urge int'l attention."
@bahiragato,#MarchToDhaka,"Updates before tomorrow's #MarchToDhaka 
1. High Court dismisses petition seeking not to shoot the students
2. Mobile Data based Internet has been shut down again
3. More than 32 killed around #Bangladesh by Awami League members
4. The PM doubles down & blames terrorists (BAL?)"
@shapon2point4,#MarchToDhaka,The Bangladesh student movement has called for a march to Dhaka tomorrow. 🇧🇩
@AhmedJ520,#MarchToDhaka,"Only today, the first day of non cooperation movement, 88 protesters killed by Hasina's police and militia force. Students declared #MarchToDhaka tomorrow to take down the dictator . Please join the movement by any means possible."
@ApurbaHasanJ,#MarchToDhaka,"Hundreds of places are under attack now.
Street lights are off, gunshots echo.
We don't know how many will survive tonight. If you do, come to the streets tomorrow to save our country. It's now or never!"
@tr_prio,#MarchToDhaka,"Today's August 5th, 2024 aka July 36, 2024.

This is gonna be a historical day for the people of #Bangladesh🇧🇩 as the common people & students"
@Fahima3095,#MarchToDhaka,"It's 4.40AM..But Sleep 🙅‍♀️🙅‍♀️ So many things going on our mind right now that can't be explained 😣😣Today Is the day 😫 Everyone Please Pray that everything goes well today🤞
STEP DOWN FASCIST HASINA"
@TheProtesterBD,#MarchToDhaka,"Breaking: Date Change! 'March to Dhaka' Announced for Tomorrow (5 August, 2024) for the Final Push! Leave Your Own District For Dhaka, If You are Not From Dhaka.
Location: Shahbagh, Dhaka.
"
@AbdullahApon21,#MarchToDhaka,"Today we have regained freedom, Alhamdulillah. This is only possible for students. 
"
@anjum003moon,#MarchToDhaka,"So today, 36th of July  #bangladeshistudents and common people of this nation were to #MarchToDhaka to join the central shaheed minar to join the mass movement, but mobile Internet along w/ broadband were cutoff from around 1100 in the morning. when do this atrocities end?"
@sajidislam_,#MarchToDhaka,"This is a historical #genzrevolution against fascist Hasina regime. 

STEP DOWN FASCIST HASINA"
@B_hassan974,#MarchToDhaka,"will will stop this killing by Killer Hasina 😭😭😭😭😭
News Source: prothom alo
"
@ZihadSheikh13,#HuntDownHasina,"Shabuddin Chuppu Must Resign. 

He must leave. He is also a  Fascist Enabler. "
@GlobalDefCorp,#HuntDownHasina,"Ousted Bangladesh’s Prime Minister Sheikh Hasina, Her Son Sajeeb Wazed Joy And Niece Tulip Siddiq Embezlled $5 Billion From Overpriced $12.65 Billion Rooppur Nuclear Power Plant Through Malaysian Banks: "
@ZihadSheikh13,#HuntDownHasina,"If you know you know!

Unpublished images from July 25!!

We had amber hard (fraud/corrupt) as a ruler, the only difference is that #FasictHasina is a killer of thousand innocent students."
@Rami_0_1,#Redforjustice,"Bangladesh 🇧🇩 🫡 
I haven't seen 71 but I have seen 24
"
@NinniTara,#Redforjustice,"Ban the BCL and every student polital wings
Bring justice for each and every murder by the POLICE

We want them to be brought to trial. Not some other students who r falsely convicted for student’s murders!
"
@rainlitarchives,#Redforjustice,PLEASE TALK ABOUT BANGLADESH 
@makkeishitero,#Redforjustice,"today,the non-cooperation movement is taking place in our country with student protesters’ 1 point claim «STEP DOWN FASCIST HASINA» Either it’s gonna be blood game or victory light for us but we won’t step back,come forward together!!"
@IsratJahann9,#Redforjustice,We want Justice ✊
@rak4thmak,#Redforjustice,we want our rights back 🇧🇩
@makkeishitero,#Redforjustice,"first of all,court cancelled the writ of open firing on students during protest then police bsl started k!lling our people today and now government shut down internet again..literally die you fascists we want you gone‼️"
@sakhawat_kamal,#Redforjustice,The end of #July and it needs to keep stayed in the #memory so that it returns every year and we recall the #martyrs and their sacrifice.
@Biuurrluve,#Redforjustice,"We deserve a peaceful country,  a peaceful world, stop these nightmares, I am tired, even breathing seems too much."
@rak4thmak,#Redforjustice,"her brother was wrongfully arrested during the protest and she herself stood in front of the police van to protect her brother.
Fear is contiguous. Fortunately, so is courage."
@coderyeasin,#Redforjustice,"A Student dead Headshot by sni*pers who are supporting the ""BAL"" govt.
"
@yoonbooby_7,#Redforjustice,"First students and now teachers???? Everything has its limit, but bd govt is keep crossing that. The outcome will never not be in that fascists favour 
"
@lunovjae,#Redforjustice,"Ya Allah let it be our day today,let the victory touch our blood today,we will free this nation from fascist Hasina ameen"
@rak4thmak,#Redforjustice,"Fear is contagious. Fortunately, so is courage."
@Tarin_71,#Redforjustice,"Last day of Bloody July..!🇧🇩🇧🇩🇧🇩

May ALLAHﷻ grant Jannah to our martyred brothers & sisters and keep all students safe & sound as they stand up against injustice.
Ameen Yaa Allah. 🤲
"
@urmyhope74,#Redforjustice,FROM THE RIVER TO THE SEA BANGLADESH WILL BE FREE INSHAALLAH.
@tbsnewnbd,#JulyMartyrs,"Social Welfare Adviser to the Interim Government Sharmin S Murshid and General Secretary of the foundation Mir Mahbubur Rahman Snigdho handed over the cheque of Taka one lakh to each family today at Combined Military Hospital (CMH), Dhaka
Link in Comments"
@ImranHSarker,#BangladeshCrisis,"Bangladeshi Mullahs demonstrating on Dhaka street, they won’t allow Durga Puja in the field where every year puja committee do in Uttara"
@sayan2024,#BangladeshCrisis,"This Muslim child who was arrested for vandalizing Hindu idols says - If you destroy Hindu idols, you will get reward, after death you will get paradise! From childhood
The followers of the so-called religion of peace teach them to destroy!"
@albd1971,#BangladeshCrisis,"On August 4, @bdbnp78 activists murdered a #AwamiLeague’s youth front leader in Kishoreganj. They also critically assaulted another student front leader. Bone in his skull is broken and now requires transplantation. "
@drsingh360,#BangladeshCrisis,"A Bangladeshi @cricket fan was in trouble, so the police took him to the hospital for treatment. But when the Bangladesh government was in trouble, they treated Indians badly and every Indian regrets this act."
@bdperspectives,#BangladeshCrisis,"This is how Dr Yunus is justifying the mob killings, political revenge at home in international media 

Denial and silence about attacks on minorities and @albd1971 activists as well."
@SG_HJS,#BangladeshCrisis,"What Happened at a Mosque in the Capital of #Bangladesh

During prayer, suddenly everyone got up and started throwing shoes & sandals at each other.

A video is going viral showing a dispute arising over casteism."
@JalalUChy,#BangladeshCrisis,"We have a legendary leader still in us, who loves to say free #Palestine loud and clear in the stage of world leaders! Yes, i'm talking about #SheikhHasina the living gem of #Bangladesh. 🇧🇩🤝🇵🇸"
@albd1971,#BangladeshCrisis,"A group of armed cadres from @bdbnp78 and @BJI_Official attacked #AwamiLeague party office in Raiganj Upazila, Sirajganj. They murdered six activists inside the party office and hundreds of activists were admitted to the hospital."
@Welikumbura,#BangladeshCrisis,"After addressing the economic crisis in #SriLanka, this is how @RW_SRILANKA left the presidential palace to assist in resolving Bangladesh's economic crisis."
@aaveensu,#BangladeshCrisis,"#Bangladesh 2.0! No Social Security, No Law & Order, no active government. There's nothing working at all. "
@k36077,#BangladeshCrisis,"A Hindu housewife was forcibly raped at gunpoint by entering the house in Chhota Chougram area of ​​Singra, Natre!
"
@ATeam_1971,#BangladeshCrisis,"Aftermath of August 5 : How extortion and assault spree by BNP  forced Awami League leaders and activists to remain in hiding, away from home and family  

- BBC Bangla report brought to light harrowing details of wave of assault and extortion from victims.
"
@nitunkrishna,#BangladeshCrisis,"Though it's my personal opinion but believe me the interim govt. is never going to be successful. Dr. Yunus sir is a good man & a good man can never make us good. We need someone like #AdolfHitler, to whom there is no punishment but death for disobedience."
@k36077,#BangladeshCrisis,"Papeya nasrin is an assistant professor at Daulatpur college, Khulna, Bangladesh. She threatened hindus with genocide and rape like 1946 Noakhali massacre for arranging Durga Puja and expulsion to india."
@bharatkabaapp,#BanAwamiLeague,A Cricket Umpire was lynched to death by Sheikh Hasina’s Awami League goons. He was BCB listed Cricket Umpire. The world is silent on Awami Crimes.
@NahidIbnFarid,#BanAwamiLeague,"How can we forget this scene of fascist Hasina's genocide? 

 Khilgaon, Taltala Market, Dhaka
 4/8/2024"
@Swalehinkc,#BanAwamiLeague,#AwamiLeague thugs and their student wings #Bangladesh Chhatra League armed killers have been identified. The brutal way they are trying to oppress the student movement.
@blackpinkbdfb,#BanAwamiLeague,Look at his eyes. The Hunger of Freedom is clear✨
@SumonHasanBhai,#BanAwamiLeague,Bashundhara gate under the student control. 
@fardinORG,#BanAwamiLeague,Supporter of Bangladesh Nationalist Party publicly murdered by Awamileague Leaders.
@Sufi78624434,#BanAwamiLeague,It’s a revenge that is going currently in this country. The Awamileague goons had done massive killing in last 15 years which is why the victim’s families are taking revenge on Awamileague peoples. But the government should minimise it by proper awareness. 
@NahidIbnFarid,#BanAwamiLeague,"18 July 2024  

 A man in a dhoti (long piece of cloth worn) was being taken away in an army helicopter. 

Location: Cambrian University, Dhaka, Bangladesh."
@raspyTree,#BanAwamiLeague,"They are killing us,,They are killing my brothers & sisters save us,if you can't save protest with us,make it worldwide, borrow us justice.. Use these pictures & hashtags increase the count & help us.."
@sagor_ahme99395,#BanAwamiLeague,Demands are being raised everywhere to ban Awami League due to violence in the peaceful quota reform movement.
@KhanYusuf98,#BanAwamiLeague,"Awami League unleashed Crime against Humanity. This party must be banned and perpetrators, corrupted and human rights violators must face the trial."
@NahidIbnFarid,#BanAwamiLeague,"""Indian media with its propaganda, has done more harm than help to #BangladeshHindus and worsened the situation for us"" 

Listen to this Bangladeshi Hindu explain to @MnshaP"
@ZihadSheikh13,#ButcherofBangladesh,"If you know you know!

Unpublished images from July 25!!

We had amber hard (fraud/corrupt) as a ruler, the only difference is that #FasictHasina is a killer of thousand innocent students."
@taejuma7,#ButcherofBangladesh,"And we never forget to support our Palestinian bothers and sisters.

STEP DOWN FASCIST HASINA"
@AkterRock,#ButcherofBangladesh,"Under the guise of democracy, dictatorship is ongoing in Bangladesh
------------"
@iAsurn_,#ButcherofBangladesh,"Yunus has woken up. Because his Islamists zombies have attached Christians now. Yunus is employed by Christian masters. He won't take it lightly.

Not just Yunus, all CIA bots across South Asia are working for the same agenda. All of them behave similarly."
@ZihadSheikh13,#Hasinopath,"Clan of Money launderer. 
Sheikh Mujib clan is the worst corrupt family in the history of 🇧🇩."
@Faiza_Ot7,#Hasinopath,"In Chittagong, 25 people injured by gunfire have been brought to the hospital following clashes. BSL aren't letting anyone take the injured to the hospital"
@ZihadSheikh13,#Hasinopath,Don't cry baby! Just imagine what you have done in last 16 years!
@nakib_h,#StopIndianHegemony,"The Indian government is making Bangladeshis anti-Indian. We want our right share of water. 
We should raise our voices to consider India as a terrorist country that is killing people by manipulating the water of international rivers."
@Darwins_finchh,#BanBSL,Chhatra League leader Tanmoy Das pulled the student's hijab while attacking female students at Salimullah Medical College in the capital.
@basherkella,#BanBSL,#BDPolice shot and bombarded on students and journalists at #DhakaUniversity campus. Campus turned into a battleground.  
@buetian62,#BanBSL,A protest rally has been taken place today at the base of the Raju Memorial Sculpture demanding the trial of the murderer and fascist Hasina.
@elmoon_hasan,#BanBSL,STEP DOWN FASCIST HASINA
@RazzakVai,#BanBSL,"Brutal attack by #ChhatraLeague
on students at Khulna University last night.

Later ordinary students expelled the armed #ChhatraLeague terrorist from campus through mass ressistance."
@mguddin01,#BanBSL,BSL goons attacked unarmed protesters visciously throughout the whole day. This video shows a proof of their act in Sylhet. 
@habib_ahsan0,#BanBSL,#BAL terrorists openly came out with such huge weapons to attack unarmed students in Uttara of the capital. 
@HDaudul,#BanBSL,"Don't take the law into your own hands [ joke ]🔇
MOTHER OF MAFIA BANGLADESH PM "
@mumtahina1997,#BanBSL,Hello world👋 Please stay beside us📷stay beside the humanity and the protest for real brilliant Students
@fktheaven,#BanBSL,"THIS IS NOT ABOUT JUST QOUTA ANYMORE. WHEN A RULING PARTY ORDERS THEIR DOGS TO KILL INNOCENT CITIZENS, THEY NEED TO BE TAKEN DOWN ASAP. WE WILL NOT LET THOSE SACRIFICES GO WASTED!"
@FAFOtheFirst,#BanBSL,You're a dick! Dogs aren't bad! It's people that own those dogs and for you to single a dog breed out shows how simple minded you really are. POS!
@rzanik2,#BanBSL,"Bangladesh is not safe at this moment anymore. 
It's not independent anymore.
We are not free to speak anymore. 
Seeking help from global organisation. 
All of our media coverage are under Govt"
@typicalrafiq,#BanBSL,"Chhatra League terrorists see what they are bringing to kill students! 

 These killers must be banned.  We have to do without Bangladesh."
@bd_thinker,#BanBSL,"Awami murderers have beaten a student to death in Court Bazar area of ​​#Sirajganj. 
"
@Imran23266260,#BanBSL,"WE ARE IN A STATE OF WAR.

I can’t keep a count of how many people i saw dying today, WE NEED HELP!
Dhanmandi 27, Lalmatia E and D block."
@_MrWick_007,#BanBSL,"Martyr Abu Saiyed! 

He stood there smiling, arms open, chest brimming with pride. 

We will never forget your sacrifices. May Allah bestow his mercy upon my brother."
@rafsan787,#BanBSL,"""Water, somebody needs water?"" were the last words of Martyr Mir Mughdo, before he was shot to death on 18th July."
@mehedionion,#BanBSL,"The Real Madrid shirt is white. It can stain of mud, sweat, and even of blood, but never of shame!
@realmadrid doesn't lose until the final whistle."
@Hasan0_0Mehedi,#BanBSL,"Student wing of Awami League BSL terrorist spotted firing on unarmed students.
@AlJazeeraWorld @BBC @WIONews 
STEP DOWN FASCIST HASINA"
@Liz50670,#BanBSL,"Fierce clash has erupted between law enforcement agencies and students at #DhakaUniversity #Bangladesh. Police are charging the students with tear gas, rubber bullets, and sound grenades."
@xyz_jizzz,#BanBSL,"I need some Bangladeshi Mutuals. I thought not many Rajakar use Twitter.
 But I was wrong!Let's follow each other & build a strong Community here."
@dyingroomdev,#BanBSL,Bangladeshi ruling party's Student Wing BCL killing innocent protestors with heavy guns.
@Sikderairdop1,#BanBSL,"Police League attack by entering Prime Asia University.
One thing you what happening in our country. Students are not safe. "
@prottay_exe,#HasinaWorseThanHitler,Dhaka to Kolkata We want Justice !!
@PrimeRedwan,#HasinaWorseThanHitler,"I can not believe the next time I go to Bangladesh, there won't be a dictator ruling it."
@Durrani1945,#HasinaWorseThanHitler,Pakistanis 🇵🇰 - Please Support Our Brothers & Sisters in Bangladesh 🇧🇩 who are being drowned by India through release of water from upstream dams in India as revenge for kicking out the Indian agent Sh Hasina in Bangladesh
@jakariaa1991,#HasinaWorseThanHitler,"Government stopped 7 PM bulletin of Jamuna TV. Rulling party also cutting down the transmission of Desh TV, Channel 24, News 24 continuously. The regime is now forcing to remove contents from Social Media too.

Mehedi Hasan Maruf
Jamuna TV"
@tarek_abdullah,#HasinaWorseThanHitler,Some footage of the police firing on the revolution crowd in Bangladesh. Hasina has to answer for this
@starrysooyaaa,#HasinaWorseThanHitler,"Chatra league along Awami terrorists are murdering people !! All Eyes On Uttara, Munshiganj, Shirajganj, Cumilla!!
STEP DOWN FASCIST HASINA"
@revolt_71,#HasinaWorseThanHitler,The protesters experienced firing at them at Shonir Akhra
@anuxxa2,#HasinaWorseThanHitler,The goons of Chhatra League shooting with guns in Comilla. 
@arch_mazharul,#HasinaWorseThanHitler,"One point, one demand - Step Down Hasina! "
@TigerCabreado,#HasinaWorseThanHitler,This kid made me cry. His efforts made him a BIG HERO. All my duas are for him 🤲🙏 
@niagrapopo,#HasinaWorseThanHitler,Chhatro Leauge and Police firing on students. Almost 50 people died in clashes with police and awami goons.
@Nadu805,#HasinaWorseThanHitler,"The revolution coming from East Pakistan may also come to Pakistan, a momentary concern for Shahbaz Sharif. Resign yourself and go home. "
@Raihan71,#HasinaWorseThanHitler,"To whom it may concern. 
There’s no justice in politics. "
@niagrapopo,#HasinaWorseThanHitler,"At the Sirajganj Court Bazar area, the goons of the Chhatra League and Jubo League murdered a student. "
@bells3nwhistles,#HasinaWorseThanHitler,"Ghaddar bint e Ghaddar landed in Agartala ... 

Story penned in 1948, cast finalized in 1962, shaped in 1968, executed in 1971 has finally reached its logical conclusion in 2024.

Ek ahd e ghaddari tamam howa"
@m_far_vir_rahat,#ReleaseTheStudents,All this students have been arrested during peaceful protest. 
@solaimanmostak,#ReleaseTheStudents,"Already, so many students have been arrested from today's protest and beaten up..."
@neha_tasmin,#ReleaseTheStudents,The police and BGB of fascist #SheikhHasina stood by and watched as the armed forces in plain clothes began pulling innocent students.
@revolt_71,#ReleaseTheStudents,Rajshahi - The armed forces in plain clothes were dragging innocent students while the Police and BGB of fascist #SheikhHasina were standing and watching. 
@ZulkarnainSaer,#ReleaseTheStudents,"As the students have announced that they will continue their protest until their 9-point demands are met. In response, the Bangladesh army can be seen taking positions in different parts of the capital, Dhaka, to quell the protest. 

Multiple student groups claimed National Telecommunication Monitoring Center (NTMC) deployed jammers to disrupt their communication."
@shimantamehedi,#DUUnderAttack,"A zombie movie scene?
No,It’s our Bangladesh 🙂"
@hellojalal,#DUUnderAttack,"After 5 days we can use internet, but with VPN
"
@sk_dolon46081,#DUUnderAttack,What is happening in Bangladesh? Save Bangladesh student ✊
@nannikoyajoon7,#DUUnderAttack,"Our prime minister is on her way to leave the country. She is going to Spain. DON'T LET HER LEAVE
"
@independent2_bd,#DUUnderAttack,This is how #Bangladesh Government police trying to stop students.
@MdRuman159239,#DUUnderAttack,"The reason for the incorrect hashtags is the hashtag count 
Not happening, everyone copy it, it's not too late to be 1 million. "
@rahman_mush1311,#DUUnderAttack,The country is going through the darkest time. The latest update is that the toll reached 46. 
@zumaima09,#NewBangladesh,"It's time to bring this masterpiece back to the timeline🤗❤️💪🇧🇩
"
@joynal_abedin07,#NewBangladesh,Best wishes to Dr. Muhammad Yunus and other members of the Interim Govt. 🇧🇩
@rupom,#NewBangladesh,"This is new Bangladesh. This is how a couple celebrated Sheikh Hasina's fall in front of the crowd. 

Don't believe Indian propaganda about"
@faisalmahmud619,#NewBangladesh,Name of water brand in the name of martyr Mugdho 
@Fr_Riha_,#NewBangladesh,That’s how we achieved our Freedom in 2024
@Journo_rajib,#NewBangladesh,"""Who are you, who am I, 
Razakar Razakar,
Who changed who, who changed, coordinator, coordinator""

---- Shamsunnahar Hall, DU 16 September 2024 12-2 PM."
@ImRishat,#NewBangladesh,"No matter their religion or identity be it Muslims, Hindus, Christians, Buddhists, indigenous people, or the third gender—my community and I are dedicated to protecting everyone from harm."
@Irtiza_mahin,#NewBangladesh,"Students are standing guard to protect the different #Hindu Temples. Those photos were taken at midnight. Don't trust propaganda and rumors! We, this generation, are committed to ensuring the safety of all minorities in Bangladesh. 🇧🇩"
@tbsnewsbd,#NewBangladesh,"Snigdho made the statement at an event organised by Laksam Traditional Protection City at Laksam Municipality Auditorium yesterday (28 September)
Link in Comments"
@bd_thinket,#NewBangladesh,"Moved to tears, #DhakaUniversity Shibir President Abu Sadiq Mohammad Kaiyum pays heartfelt tribute to the martyrs of a new Bangladesh. 🇧🇩"
@albd1971,#Quotamovement2024,"Quota Movement and the “Blueprint” for Regime Change in Bangladesh
---
The blueprint for a #regimechange was cooking in the background for the past five months. The #quotamovement2024 provided the perfect cover. The plan was to create #terror and #chaos across the country through #vandalism and #arson attacks on people, private/public properties and government establishments i.e. Dhaka Airport, Parliament and Ganabhaban."
@tbsnewsbd,#Quotamovement2024,Hundreds gather at Shahbagh responding to students' call for continuing protest
@jamalashraf786,#Quotamovement2024, the police are shooting from the roofs. Scary visuals⚠️
@AbdullahAb49807,#Quotamovement2024,"After the fall of the secular chetonabadi terrorist dictator Hasina, the people's victory was celebrated by taking over the National Parliament.

36 July (5 August 2024) "
@hossain_lab,#Quotamovement2024,"Protesters Gather in Front of Khilgaon Eidgah Jame Masjid in Dhaka: Demonstrators are currently stationed in front of the Eidgah Jame Masjid in Khilgaon, Dhaka, continuing their protest."
@AlifaKhusboo,#Quotamovement2024,"You can blackout the internet and take away our freedom to speak, but what about Allah? He is watching everything. How could you forget this? You'll be destroyed, soon or later, but you will.
"
@RiyelRomel,#Quotamovement2024,Wonderful Work Very inspiring for the Students.👏✊🇧🇩
@dailystarnews,#Quotamovement2024,"Investigation shows that the majority of deaths during the quota movement protests were caused by bullets aimed at critical parts of the body, pointing to deliberate use of lethal force."
@celestialInks,#Quotamovement2024,"Sumaiya, a new mother, was tragically killed by a stray bullet on her balcony (shooted from helicopter). The bullet pierced the balcony grill, taking Sumaiya's life instantly."
@hossain_lab,#Quotamovement2024,"Students march in the rain in Aftabnagar and Uttara, Dhaka! 
"
@Tuluminati888,#Quotamovement2024,"⚠️There is a massive media blackout with the critical situation in Bangladesh.

While the rest of the world is distracted by the most ridiculous #Olympics in history, there have been over 1700 students murdered in the streets already."
@OfficialBTSBD,#Quotamovement2024,"They will kill us all rather than giving our rights 😅👏

WE NEED HELP
WE NEED HELP
WE NEED HELP"
@cottoncloud0522,#Quotamovement2024,"Bangladesh: 42+ students have been killed by Bangladesh Police & (pro-govt) BSL.
Dictatorship in a democratic country can't be tolerated! 
Hasina, step down!!!"
@Shantonuroyit,#Quotamovement2024,If the graffiti on the walls turns into maps in moments of stillness.
@MANOJRA47609920,#Quotamovement2024,"Helicopter landed on the roof of BRAC University to rescue the RAB elite force of Bangladesh 🇧🇩. Because these forces were trapped during the Quota movement under the pressure of the people and students, their rescue work was going on."
@ProthomaloEN,#Quotamovement2024,"Former professor at #DhakaUniversity, #MahbubUllah, in an #interview with Prothom Alo’s Sohrab Hassan and Monoj Dey, speaks about the ongoing #quotareformmovement and related issues."
@Swalehinkc,#Quotamovement2024,#AwamiLeague thugs and their student wings #Bangladesh Chhatra League armed killers have been identified. The brutal way they are trying to oppress the student movement.
@shahroza_nahrin,#Quotamovement2024,Curfew has been imposed. Army will be deployed in Bangladesh. 
@BloomingNothing,#Quotamovement2024,SUMMONING BANGLADESHI STUDENTS FROM SPAIN 🚨
@TamimSpeaking,#FacistHasina,The worst remittance fighter in the history of Bangladesh! 
@sresre219,#FacistHasina,"Official statement
Hasina resigned and ran away from the country
Source: Jamuna Television"
@shopnil_shopnil,#FacistHasina,"This screaming of my sisters ""Uncle please open the door.. uncle, please."" The howling to get help... this BSL and #FacistHasina wouldn't think twice to kill its own people."
@KaizerKothika,#FacistHasina,Why are Bangladeshi police people talking in hindi?! Why?! Why Indian people in Bangladesh?!
@OmarFaysal10,#FacistHasina,Quota reform movement Unprecedented #BangladeshPolice brutality by direct firing on students 16-31 July 2024
@Tamzedd,#FacistHasina,"This war costed us so much as a nation. Thanks to all those voices who helped us reach every corner of the world and unveil the true colours of #FacistHasina 
Now lets build a new and more refined democratic #Bangladesh 🇧🇩"
@Sakhawa20013077,#FacistHasina,"34th July,2024 
location📍: New Market, Chittagong 

we're strong💪"
@Faiyaj75140969,#FacistHasina,"Finally, we are free now and also now we are ONE. 🇧🇩
Thanks to all the international MEDIA who helped us to show the world the reality of #FacistHasina."
@ahmedtanvirmd,#FacistHasina,"It all ends with 1. One demand for whole nations no more #FacistHasina 
"
@inun_ripa,#FacistHasina,#FacistHasina declared mourning day after ordering to kill 300 students! But people are rejecting this mockery by changing their social id DPs into red.
@ShahnurBegum,#FacistHasina,Shame on you. You're spreading rumors. The #Islamists aren't wrong doers. Just stop lying supporters of #FacistHasina regime. 
@tab_blossom,#FacistHasina,Demonstration march in Dhaka University demanding the hanging of Sheikh Hasina who ordered the murder with  dead bodies on their shoulders.
@mahedi-siu,#FacistHasina,"#FacistHasina regime has initiated a propaganda campaign, alleging that Jamaat and the BNP are planning attacks on Hindus. This suggests that these actions may be orchestrated under a communication blackout."
@FireeeSlayeeer,#FacistHasina,"What type of Political mistake did these children make Seikh Hasina? 
Will you take the responsibility of their deaths, Or will your government take it?"
@TrinoyArifin,#FacistHasina,Gen Z of Bangladesh is protesting against the Fascist Dictator Hasina
@hecatemayra,#FacistHasina,
RTD_BD,#JulyMassacre,"July massacre 2024: We will never forget!

Video 37: Hundreds of youths like him were killed during the protest."
@Sakhawa20013077,#FacistHasina," Attention Sylhet 🚨 

There will be raid in sylhet tonight!

Highlighted places are ~

Nayasharak, Zindabazar, Jailroad, Dargah gate, Uposhohor, Housing state 

Stay alert!!
"
@Nazir59130339,#FacistHasina,the facist sheikh hasina off social media in Bangladesh now in moment to run massacre over students. 
@RumiSerenity,#JulyMassacre,"Now REFORM BANGLADESH Inshaallah 🤲🇧🇩🥺
36 July 2024"
@StarStayRose,#JulyMassacre,"Don't trust the army, kids"
@sharparcher_369,#Julymassacar,We won't rest until we see justice for #Julymassacar in Bangladesh by dictator Hasina 
@iamanas_ab,#NoQuota,How Mafia hasina and her gangs killed our brothers and sisters.
@basherkella,#Julymassacar,AHM Shamsuddin Chowdhury Manik has been arrested. BGB arrested him tonight while fleeing to
@esha_idk,#NoQuota,"Current situation of Dhaka University, Rokeya Hall. 

SHAME ON BANGLADESH Government"
@KaziHafizH,#Julymassacar,Who are you to decide to pardon BAL? Do you represent all of us? BAL has to pay the price for their atrocity & killing in last 15 years including  individually and as a party. 
@drsmanitooo,#NoQuota,Students stuck in the varsities go to y'all's chemistry labs and follow the instructions here
@AshrafulAmaruf,#Julymassacar,"I am stunned and completely speechless.

This is an attempt to portray an incident of the #JulyMassacre in this picture.
"
@d48479171,#NoQuota,Help Bangladeshi Student. They are killed by police and the ruling party.
@esha_idk,#NoQuota,"No one can take away the freedom to speak
I fully support them. 
The truth can never be stopped by violence
.
The truth never die 🇧🇩🤲
Pray for Bangladesh"
@7sno_oze,#NoQuota,"never knew I had to see this type of thread.. idk i feel so numb atp. help us. please help us! 
🔗 facebook.com/share/p/oBGWkt…
ALL EYES ON BANGLADESH
WE NEED HELP"
@Minttchoco_t,#NoQuota,Chhatra league is destroying hospitals so students can't receive medical help
@pookieGguk,#NoQuota,"plase help us 
our Country situation worst right now.
police attack students with tear cell, bullets, 
please spread this for international media"
@Snowflower2430,#NoQuota,"18 JULY,2024 
TIME: 5 : 56 PM

TOTAL DEATH COUNT 40 MARTYRS 

WE NEED YOUR HELP 
ALL EYES ON BANGLADESH"
@zalaminfo,#NoQuota,"Support the student movement in Bangladesh! Talent should come first, not quotas or connections. Stop the violence and protect our future leaders! ✊"
@zoro142rz,#NoQuota,"Students are dying ‼️‼️
ALL EYES ON BANGALDESH"
@Sar_2037,#NoQuota,Fascist Hasina Govt. must step down!!!
@esha_idk,#NoQuota,"We have given blood, we will give more, injustice will be swept away by the flood of blood, give us freedom or we will chew your freedom."
@niallerhere,#NoQuota,"""Dhaka University's campus is still heated at night. Police has thrown teargas at the unarmed students."""
@zulfiqur,#ShameOnHasina,"Brutality at its peak when the BCL is charging on girls who took shelter in a building
"
@meajiarif,#ShameOnHasina,"We're receiving treatment from our friend, here, it’s #India. They're not hesitating to offer water & they don't even follow our arguments! What a friend, we've! They've opened Teesta & Dumbur dam, to serve us!"
@jugg3rnaut69,#ShameOnHasina,"Protest against Dictator of Bangladesh, The Worst of All , Sheikh Hasina at Sydney , Australia. "
@candy24209,#ShameOnHasina,Is this called an independent country where we Don't have freedom of speech!! Where is our freedom of speech?shamee
@Mukitul_,#ShameOnHasina,"Only one way open for us “Resistance”
Only one way open for her “Resign”"
@hisam_sufian,#ShameOnHasina,The fascist govt. of Bangladesh is doing what they've always been good at: dealing with any justified demand with violence. Even hospitals & girls students aren't safe from them.
@Bangladeshi_hum,#ShameOnHasina,"How the dictator tries to stay in power and make people forget and silent that they are under the rule of a dictator! 
#dictatorsheikhhasina has been using this kind of tactics for a decade on #Bangladesh! "
@AbuHura03044466,#ShameOnHasina,"Awami Police league, Rab, BGB and SWAT team jointly conducted massacre over Ordinary Students of Dhaka University. Also, they brutally attacked thousands of journalists....."
@anchol_j,#ShameOnHasina,"Where everyone give up, Students start from there"
@tushu_rahman,#ShameOnHasina,"Many police in front of Dhaka High Court today Arresting students from rickshaws, from the streets. without any reason."
@ShoaibAlve01,#ShameOnHasina,The prime minister of bangladesh Sheikh Hasina Is worst and Dangerous than Hitlar. 
